iter	Logloss
436	0.5004108469
437	0.5003137534
438	0.5003028809
439	0.5002568208
440	0.5001336935
441	0.4999611226
442	0.4998802489
443	0.4998207059
444	0.4998123448
445	0.4996099313
446	0.4994829846
447	0.4994401038
448	0.4993976379
449	0.4993551491
450	0.499322532
451	0.4992867943
452	0.4992312004
453	0.499194019
454	0.4989399244
455	0.4986510988
456	0.4985496063
457	0.4983602813
458	0.4983478321
459	0.498247523
460	0.4981130602
461	0.4980604885
462	0.4980562269
463	0.4979036762
464	0.4977308959
465	0.4975995474
466	0.4975225674
467	0.4973781404
468	0.4973723748
469	0.4972371863
470	0.4972271286
471	0.4971130295
472	0.4970859471
473	0.4969440653
474	0.496898559
475	0.4968906891
476	0.496736052
477	0.4967268688
478	0.4966080443
479	0.4965106803
480	0.4963744384
481	0.4963389608
482	0.4962035881
483	0.4961852921
484	0.4961812273
485	0.4961493079
486	0.4960774524
487	0.4958147081
488	0.4956564035
489	0.4955780199
490	0.495518826
491	0.4954612585
492	0.4954288767
493	0.4953960804
494	0.4953072411
495	0.4949369416
496	0.4948749117
497	0.4948469206
498	0.4948025681
499	0.4947798239
500	0.4946047833
501	0.4943782752
502	0.4943506466
503	0.4943134391
504	0.4942691359
505	0.4941209813
506	0.4940812976
507	0.4940493867
508	0.493947225
509	0.4938184662
510	0.4936793839
511	0.4934569578
512	0.4933530749
513	0.4931216425
514	0.4930847164
515	0.4930758747
516	0.4928891027
517	0.4928181335
518	0.49271197
519	0.4925454332
520	0.4925369702
521	0.4925116776
522	0.4922617445
523	0.492184087
524	0.4921763993
525	0.492055513
526	0.4917964814
527	0.4917377535
528	0.4916288419
529	0.4916125174
530	0.4915501799
531	0.4915045672
532	0.4914428487
533	0.4914236353
534	0.4912660537
535	0.4910989158
536	0.4910090171
537	0.4910046346
538	0.4909565709
539	0.4907560567
540	0.4906285751
541	0.4905249806
542	0.4905054292
543	0.4905019229
544	0.4904787356
545	0.4904218717
546	0.4902971195
547	0.4901776734
548	0.4901313453
549	0.4900895294
550	0.4900623487
551	0.4899178793
552	0.4897914057
553	0.4897555605
554	0.4896712157
555	0.48967033
556	0.4896660425
557	0.4895409081
558	0.4894344331
559	0.489253952
560	0.4891500244
561	0.4891244827
562	0.4890019695
563	0.4889188749
564	0.4888071131
565	0.4886803626
566	0.4886262209
567	0.4885794999
568	0.4884685966
569	0.4883569656
570	0.488346706
571	0.4882836807
572	0.4881149898
573	0.4880986177
574	0.4878632402
575	0.4877918591
576	0.4877471186
577	0.4876847363
578	0.4875458883
579	0.4875304371
580	0.4873386132
581	0.4873219801
582	0.4872697327
583	0.4872377223
584	0.4870977505
585	0.4869881043
586	0.4869505248
587	0.4868691368
588	0.4867555574
589	0.4866659998
590	0.4865408029
591	0.48650628
592	0.4863955941
593	0.4863873949
594	0.4861744921
595	0.4861573671
596	0.4860807999
597	0.4859827233
598	0.4859044466
599	0.4858825938
600	0.4857885148
601	0.4857323663
602	0.4856442003
603	0.4855729128
604	0.4853786509
605	0.4852483445
606	0.4852321593
607	0.4850723315
608	0.4850169161
609	0.4848507824
610	0.4847250669
611	0.4846183159
612	0.4844895594
613	0.4844112186
614	0.4843380868
615	0.4842695249
616	0.4841974647
617	0.4840738775
618	0.4839491744
619	0.4838909162
620	0.4837647056
621	0.4836824136
622	0.4835941296
623	0.4835773328
624	0.4835186853
625	0.4833241963
626	0.483266167
627	0.4830515779
628	0.4828784459
629	0.4828420961
630	0.4828146998
631	0.48278882
632	0.4827069875
633	0.4826885596
634	0.482603557
635	0.4825027638
636	0.4824641366
637	0.4823288334
638	0.4822114512
639	0.4820946398
640	0.4820724268
641	0.4819254692
642	0.4818009581
643	0.4817415987
644	0.4816153152
645	0.4815458059
646	0.4814873194
647	0.4813306703
648	0.4812376961
649	0.4811969968
650	0.4811443565
651	0.4810799455
652	0.4809079072
653	0.4808213223
654	0.4807781849
655	0.4806495685
656	0.4805192801
657	0.4804435871
658	0.4803709448
659	0.4803165363
660	0.4801708267
661	0.4801182266
662	0.4800739058
663	0.480020668
664	0.4798334513
665	0.4797724657
666	0.4797377078
667	0.4796772365
668	0.4796633191
669	0.4796040867
670	0.4795777324
671	0.4794657612
672	0.4794236066
673	0.4793988166
674	0.4793447829
675	0.4792899686
676	0.4792415689
677	0.4791526843
678	0.4790365498
679	0.4790178801
680	0.478949485
681	0.478919318
682	0.4788161738
683	0.4785895338
684	0.4784224896
685	0.4783058868
686	0.4782969502
687	0.4780618503
688	0.4779436871
689	0.4778818138
690	0.4778466998
691	0.4777366565
692	0.4776727574
693	0.4775881375
694	0.4775876039
695	0.4775390974
696	0.4775036884
697	0.4774523605
698	0.4774080984
699	0.4773009998
700	0.4772017045
701	0.4770969154
702	0.4769667497
703	0.4769443152
704	0.4767877222
705	0.4767371352
706	0.4766713127
707	0.4766386815
708	0.4765849051
709	0.4765644203
710	0.4765379331
711	0.4763801738
712	0.4763692713
713	0.4762501879
714	0.4761724827
715	0.4760043148
716	0.4759776887
717	0.4757837844
718	0.47564759
719	0.4755920206
720	0.4755670926
721	0.4754513818
722	0.4752924328
723	0.4752832312
724	0.4752808201
725	0.4752619397
726	0.4752358624
727	0.475169163
728	0.4750348145
729	0.4750005352
730	0.4748463256
731	0.4747813071
732	0.4747663138
733	0.4747509548
734	0.4747219192
735	0.4745736397
736	0.4745441256
737	0.4745129562
738	0.4744980772
739	0.4744004791
740	0.4743528644
741	0.4742671309
742	0.4742150129
743	0.4741288977
744	0.4740445175
745	0.4740185588
746	0.4739679855
747	0.4738371797
748	0.4736737541
749	0.4735308391
750	0.4734885278
751	0.4734439489
752	0.4733886755
753	0.4733152071
754	0.473183907
755	0.4731754095
756	0.4730929237
757	0.472985097
758	0.4729249671
759	0.4728773274
760	0.4727996599
761	0.4726656245
762	0.4725242635
763	0.4723755202
764	0.4722666734
765	0.4722251963
766	0.472220493
767	0.4722022946
768	0.4720338689
769	0.4719008089
770	0.4718408565
771	0.4718332177
772	0.4717973768
773	0.4717686686
774	0.4717371969
775	0.4716757931
776	0.4716512378
777	0.4716133531
778	0.4714752327
779	0.4713755076
780	0.4712841567
781	0.4711856205
782	0.4711107068
783	0.4710983362
784	0.4710526105
785	0.4710288019
786	0.4709972494
787	0.470951011
788	0.4708621296
789	0.4708144755
790	0.4707057192
791	0.4705469417
792	0.4704498857
793	0.4704256674
794	0.4703071777
795	0.4702657298
796	0.4701797969
797	0.4700985043
798	0.4699558356
799	0.4699152235
800	0.4697706081
801	0.4697106589
802	0.4696457313
803	0.4695050144
804	0.4694495394
805	0.469359005
806	0.4692185831
807	0.4691366064
808	0.469074086
809	0.4690577002
810	0.4689769372
811	0.4688618736
812	0.4687830775
813	0.4686364238
814	0.4686321235
815	0.4686270453
816	0.4685629895
817	0.4683636657
818	0.4683147332
819	0.4681982447
820	0.468168046
821	0.4680458927
822	0.4678901587
823	0.4678128448
824	0.4677452044
825	0.4676787821
826	0.4675950026
827	0.4674204712
828	0.4673106131
829	0.4672270792
830	0.4671978065
831	0.4671170249
832	0.4670246221
833	0.4669215751
834	0.4667975667
835	0.4666054026
836	0.4665934269
837	0.4665317062
838	0.466499635
839	0.4664435109
840	0.4663387478
841	0.4662426657
842	0.4662208294
843	0.466068429
844	0.4659326363
845	0.4659166246
846	0.4657157494
847	0.4655975129
848	0.4654980675
849	0.4654011569
850	0.4653611642
851	0.4652942934
852	0.4651966806
853	0.4651154382
854	0.4649233667
855	0.4648765372
856	0.4647377577
857	0.4646656625
858	0.464579204
859	0.464426264
860	0.4643870243
861	0.4643346091
862	0.4642514971
863	0.4642205164
864	0.4641458781
865	0.4640267614
866	0.4639260836
867	0.4637834646
868	0.4637700485
869	0.4637038774
870	0.4635966384
871	0.4635880397
872	0.4634499901
873	0.4633153464
874	0.4632659415
875	0.4632121933
876	0.463162339
877	0.463114693
878	0.4629908909
879	0.4629356452
880	0.4628984029
881	0.4628065695
882	0.4627907906
883	0.4627272596
884	0.4627070936
885	0.4626245507
886	0.462554519
887	0.462466639
888	0.4624320647
889	0.4623627529
890	0.4623509698
891	0.4622861159
892	0.4621317356
893	0.462007222
894	0.461940613
895	0.4618459231
896	0.461798832
897	0.4617673752
898	0.4616717802
899	0.4616155121
900	0.4615441661
901	0.4615134743
902	0.461444109
903	0.4613716308
904	0.4613587692
905	0.4613418745
906	0.4612994331
907	0.4612443649
908	0.4611918742
909	0.4611197325
910	0.4610027127
911	0.4609130956
912	0.4608915375
913	0.4608289911
914	0.4606706143
915	0.460621346
916	0.4606013039
917	0.4605853245
918	0.4605046775
919	0.4604542367
920	0.4604043961
921	0.4603118516
922	0.46018878
923	0.4600986496
924	0.4600696576
925	0.4599590658
926	0.4599425388
927	0.4599121758
928	0.4598014402
929	0.4597336924
930	0.4595908099
931	0.4595465565
932	0.4594622755
933	0.4594091949
934	0.4592246121
935	0.4592177656
936	0.4591950842
937	0.4591583148
938	0.4590857217
939	0.4590441544
940	0.4590435953
941	0.4590044183
942	0.4589775694
943	0.4589459055
944	0.4588501935
945	0.4587816585
946	0.458758061
947	0.4586768037
948	0.4586073208
949	0.4585827765
950	0.4585113201
951	0.4584591827
952	0.4584315483
953	0.4584163162
954	0.4583193525
955	0.4582807235
956	0.4582182659
957	0.4581918389
958	0.4580771207
959	0.4580659425
960	0.4580294397
961	0.4579050751
962	0.4577851044
963	0.4577374745
964	0.4577305456
965	0.4575527587
966	0.4575394207
967	0.4575231139
968	0.4574882997
969	0.4574065981
970	0.4573878716
971	0.4573343204
972	0.4572716635
973	0.4572482884
974	0.4571801843
975	0.4570819426
976	0.4570482029
977	0.4570278229
978	0.4568719195
979	0.4567621888
980	0.4567123745
981	0.4566592287
982	0.456655411
983	0.4565255077
984	0.4564071762
985	0.4563657483
986	0.4563551231
987	0.4562823614
988	0.456251051
989	0.4561820966
990	0.4560709793
991	0.4559794907
992	0.4559650979
993	0.4558014802
994	0.4557413168
995	0.4557268244
996	0.45568376
997	0.4555842092
998	0.4555076525
999	0.4554530508
